,sgRNA
7499,['RAB22A']
7500,[]
7501,[]
7502,[]
7503,[]
7504,['ZNF585A']
7505,[]
7506,"['ENSCSAG00000016663.1', 'ENSCSAG00000016677.1']"
7507,[]
7508,['CNN3']
7509,[]
7510,[]
7511,[]
7512,[]
7513,[]
7514,[]
7515,[]
7516,[]
7517,['TCP11L2']
7518,[]
7519,['SLC35F1']
7520,['MYOF']
7521,['MYD88']
7522,[]
7523,[]
7524,[]
7525,[]
7526,['MC3R']
7527,[]
7528,[]
7529,[]
7530,[]
7531,['MUC20']
7532,['MAF1']
7533,[]
7534,[]
7535,[]
7536,[]
7537,[]
7538,[]
7539,[]
7540,[]
7541,['SF1']
7542,[]
7543,[]
7544,['CEP85']
7545,[]
7546,[]
7547,['IL25']
7548,['JPH2']
7549,['JPH3']
7550,[]
7551,['ENSCSAG00000012831.1']
7552,[]
7553,[]
7554,[]
7555,['TMOD2']
7556,[]
7557,['SPAG17']
7558,[]
7559,['LRCH4']
7560,['NXF1']
7561,[]
7562,['CXXC4']
7563,['ENSCSAG00000018856.1']
7564,['CPAMD8']
7565,['HCFC1']
7566,[]
7567,[]
7568,[]
7569,['NUS1']
7570,[]
7571,['ENSCSAG00000018424.1']
7572,['SLC25A46']
7573,[]
7574,[]
7575,[]
7576,[]
7577,['SDC3']
7578,[]
7579,['GPHN']
7580,[]
7581,['CHRM4']
7582,['GJB6']
7583,['ENSCSAG00000006297.1']
7584,['CXCL12']
7585,[]
7586,[]
7587,[]
7588,['ZNF444']
7589,[]
7590,['ENSCSAG00000013089.1']
7591,['FRAS1']
7592,[]
7593,['MAD2L2']
7594,['BRF2']
7595,['UHRF1']
7596,['ENSCSAG00000013932.1']
7597,[]
7598,[]
7599,[]
7600,[]
7601,[]
7602,[]
7603,[]
7604,[]
7605,[]
7606,['SOX4']
7607,[]
7608,[]
7609,[]
7610,['ZFP92']
7611,['BMP7']
7612,['FAM13C']
7613,[]
7614,[]
7615,[]
7616,['PXYLP1']
7617,[]
7618,['GPR37L1']
7619,['LY6G6C']
7620,[]
7621,[]
7622,[]
7623,['FKBP5']
7624,['MPP4']
7625,[]
7626,[]
7627,[]
7628,['DNASE1']
7629,[]
7630,[]
7631,['TMCC1']
7632,[]
7633,['KRT33B']
7634,['ENSCSAG00000000913.1']
7635,['UQCC1']
7636,['F2']
7637,['MRGPRD']
7638,[]
7639,[]
7640,[]
7641,['IPO13']
7642,[]
7643,[]
7644,['VMAC']
7645,['ENSCSAG00000018302.1']
7646,['SLC22A8']
7647,[]
7648,[]
7649,['BLOC1S4']
7650,[]
7651,['ENSCSAG00000006185.1']
7652,[]
7653,['ZNF615']
7654,['KIAA0319']
7655,[]
7656,[]
7657,['ENSCSAG00000013836.1']
7658,[]
7659,[]
7660,['CACNA1C']
7661,['DRP2']
7662,[]
7663,[]
7664,[]
7665,['ENSCSAG00000018127.1']
7666,[]
7667,[]
7668,['TSSC4']
7669,[]
7670,[]
7671,[]
7672,['NLGN2']
7673,[]
7674,['CCDC33']
7675,[]
7676,[]
7677,['CRACDL']
7678,[]
7679,['USP51']
7680,[]
7681,[]
7682,['ACLY']
7683,['FRMD6']
7684,['ST8SIA5']
7685,[]
7686,['ENSCSAG00000002879.1']
7687,['C11orf1']
7688,[]
7689,['PDK1']
7690,['MPP2']
7691,[]
7692,[]
7693,[]
7694,[]
7695,[]
7696,['MYB']
7697,[]
7698,['TTC28']
7699,[]
7700,[]
7701,[]
7702,[]
7703,[]
7704,[]
7705,[]
7706,[]
7707,[]
7708,[]
7709,['ENSCSAG00000013519.1']
7710,[]
7711,[]
7712,['NFATC1']
7713,[]
7714,['ENSCSAG00000015540.1']
7715,[]
7716,[]
7717,['KLF10']
7718,['TTLL11']
7719,[]
7720,['ENOSF1']
7721,[]
7722,['TOB1']
7723,['CDSN']
7724,[]
7725,[]
7726,['ENSCSAG00000009205.1']
7727,[]
7728,['GGT5']
7729,[]
7730,['EBAG9']
7731,['ZNF677']
7732,[]
7733,['RPUSD2']
7734,[]
7735,['CATSPER3']
7736,[]
7737,[]
7738,['LIN54']
7739,[]
7740,[]
7741,[]
7742,[]
7743,['SPRING1']
7744,[]
7745,['ENSCSAG00000017726.1']
7746,['DMP1']
7747,[]
7748,['ZMAT1']
7749,['IDH1']
7750,[]
7751,['IDH2']
7752,[]
7753,[]
7754,['SEMA4G']
7755,['ABLIM3']
7756,[]
7757,[]
7758,[]
7759,[]
7760,['ENSCSAG00000004882.1']
7761,[]
7762,[]
7763,[]
7764,[]
7765,['ENSCSAG00000001318.1']
7766,[]
7767,[]
7768,[]
7769,['SYNGR4']
7770,['ZNF484']
7771,[]
7772,['TCOF1']
7773,['HJURP']
7774,['IDO2']
7775,['FGF11']
7776,['SYNPO2']
7777,['TMEM177']
7778,['CDK2AP1']
7779,['PHACTR4']
7780,['TRAK2']
7781,['YY1']
7782,['FAM83G']
7783,['EXOC3L2']
7784,['ENSCSAG00000000785.1']
7785,['KIRREL3']
7786,['TBC1D10B']
7787,['SEMA3F']
7788,['TMC7']
7789,[]
7790,[]
7791,['PLS1']
7792,[]
7793,[]
7794,['C12orf42']
7795,[]
7796,[]
7797,[]
7798,[]
7799,[]
7800,['KDSR']
7801,['NR1H4']
7802,[]
7803,[]
7804,[]
7805,[]
7806,[]
7807,[]
7808,"['SPRR1A', 'SPRR1B']"
7809,[]
7810,[]
7811,['NIN']
7812,['ARSA']
7813,[]
7814,['LRFN1']
7815,[]
7816,[]
7817,['WDR92']
7818,[]
7819,['ENSCSAG00000016290.1']
7820,['QRICH1']
7821,[]
7822,[]
7823,['NLRP13']
7824,[]
7825,['ENSCSAG00000010267.1']
7826,['SEMA5B']
7827,['RPS14']
7828,[]
7829,[]
7830,['ENO4']
7831,[]
7832,['ENSCSAG00000017537.1']
7833,['LECT2']
7834,['SPACA7']
7835,[]
7836,['BCORL1']
7837,[]
7838,['OSBPL2']
7839,[]
7840,[]
7841,['TRA2A']
7842,[]
7843,['ENSCSAG00000004805.1']
7844,[]
7845,['ZNF786']
7846,[]
7847,[]
7848,[]
7849,[]
7850,['TUBB']
7851,['ANKRD46']
7852,['PRR16']
7853,"['ENSCSAG00000001921.1', 'ENSCSAG00000019743.1', 'ENSCSAG00000003369.1']"
7854,['MVK']
7855,['ADRA1A']
7856,['FGFR1']
7857,[]
7858,['EDARADD']
7859,[]
7860,[]
7861,[]
7862,[]
7863,[]
7864,[]
7865,[]
7866,[]
7867,[]
7868,[]
7869,['LEUTX']
7870,['WAPL']
7871,['ENSCSAG00000006865.1']
7872,[]
7873,[]
7874,['CRTC2']
7875,['RDH5']
7876,[]
7877,[]
7878,[]
7879,[]
7880,[]
7881,[]
7882,[]
7883,['BMP2K']
7884,[]
7885,[]
7886,[]
7887,[]
7888,['SPA17']
7889,[]
7890,[]
7891,[]
7892,[]
7893,['HSF2BP']
7894,['S100A9']
7895,[]
7896,['C16orf92']
7897,[]
7898,"['ENSCSAG00000009485.1', 'ENSCSAG00000018921.1']"
7899,[]
7900,['RSPH14']
7901,[]
7902,[]
7903,[]
7904,[]
7905,[]
7906,['AJM1']
7907,[]
7908,['ITGB2']
7909,[]
7910,['CGAS']
7911,['SERPINA3']
7912,[]
7913,[]
7914,[]
7915,[]
7916,[]
7917,[]
7918,['IGFBP5']
7919,['IQCG']
7920,['ZNF558']
7921,['NOL8']
7922,['OR10G2']
7923,[]
7924,[]
7925,[]
7926,[]
7927,[]
7928,[]
7929,['SIN3B']
7930,[]
7931,[]
7932,[]
7933,['MANBAL']
7934,[]
7935,[]
7936,[]
7937,[]
7938,[]
7939,['MINDY4']
7940,['TSSK6']
7941,['ZSCAN4']
7942,[]
7943,[]
7944,['ST8SIA1']
7945,[]
7946,[]
7947,['ZNF699']
7948,[]
7949,['STYXL1']
7950,[]
7951,[]
7952,['RGMA']
7953,['LPIN3']
7954,['MAN1C1']
7955,[]
7956,['ENSCSAG00000005668.1']
7957,['ENSCSAG00000006805.1']
7958,[]
7959,[]
7960,[]
7961,['CCDC120']
7962,['TP53I11']
7963,[]
7964,[]
7965,['EZHIP']
7966,[]
7967,['ENSCSAG00000012214.1']
7968,[]
7969,[]
7970,[]
7971,['ZNF367']
7972,[]
7973,[]
7974,[]
7975,[]
7976,[]
7977,[]
7978,['GPR83']
7979,[]
7980,['CREBZF']
7981,[]
7982,[]
7983,[]
7984,['ENSCSAG00000011147.1']
7985,[]
7986,[]
7987,[]
7988,[]
7989,['MRPL12']
7990,[]
7991,[]
7992,[]
7993,[]
7994,[]
7995,[]
7996,[]
7997,[]
7998,[]
7999,[]
8000,['OR6B1']
8001,['MLIP']
8002,[]
8003,[]
8004,[]
8005,['SNCB']
8006,[]
8007,['GMPR']
8008,['GRHPR']
8009,[]
8010,['CSTA']
8011,['ZNF550']
8012,['VAPA']
8013,[]
8014,[]
8015,['C19orf73']
8016,[]
8017,[]
8018,[]
8019,['PLCH2']
8020,[]
8021,[]
8022,[]
8023,['MYADML2']
8024,[]
8025,['GARNL3']
8026,['PIDD1']
8027,['ERCC1']
8028,[]
8029,[]
8030,['KPNA1']
8031,['PRPH2']
8032,['KLF1']
8033,['TNFRSF4']
8034,[]
8035,[]
8036,['CTSG']
8037,[]
8038,[]
8039,[]
8040,[]
8041,[]
8042,[]
8043,['BCAM']
8044,['MSC']
8045,[]
8046,[]
8047,['SLC25A44']
8048,[]
8049,[]
8050,['SLC25A5']
8051,[]
8052,['HOOK2']
8053,[]
8054,[]
8055,['HIRIP3']
8056,['ENSCSAG00000017949.1']
8057,[]
8058,[]
8059,['SORBS3']
8060,['STK11']
8061,[]
8062,[]
8063,[]
8064,['HADHA']
8065,[]
8066,['ENSCSAG00000019439.1']
8067,[]
8068,['DYNC1LI2']
8069,[]
8070,[]
8071,[]
8072,[]
8073,['GALP']
8074,[]
8075,[]
8076,[]
8077,[]
8078,[]
8079,[]
8080,[]
8081,[]
8082,['PKP1']
8083,[]
8084,[]
8085,[]
8086,[]
8087,[]
8088,[]
8089,['ENSCSAG00000007085.1']
8090,['SULT2B1']
8091,[]
8092,['TGM5']
8093,['TBC1D10C']
8094,[]
8095,[]
8096,[]
8097,[]
8098,['ZFP36L2']
8099,[]
8100,[]
8101,[]
8102,[]
8103,[]
8104,[]
8105,[]
8106,[]
8107,['COX7A1']
8108,['PRRT3']
8109,[]
8110,['ENSCSAG00000007325.1']
8111,['ARFGEF3']
8112,[]
8113,[]
8114,['ENSCSAG00000003499.1']
8115,[]
8116,[]
8117,[]
8118,[]
8119,['UBE2A']
8120,[]
8121,['LHX5']
8122,[]
8123,[]
8124,[]
8125,['JAKMIP2']
8126,[]
8127,['ZC3H13']
8128,['JPH4']
8129,[]
8130,['ENSCSAG00000018739.1']
8131,[]
8132,[]
8133,['THUMPD1']
8134,[]
8135,['ZNF572']
8136,[]
8137,['PPP1R16B']
8138,['THNSL2']
8139,['NLE1']
8140,['SLC34A3']
8141,['OPN1SW']
8142,[]
8143,[]
8144,[]
8145,"['KRT37', 'KRT38']"
8146,[]
8147,[]
8148,[]
8149,[]
8150,[]
8151,['DNAI3']
8152,[]
8153,[]
8154,[]
8155,[]
8156,['ZNF517']
8157,[]
8158,['TEKT5']
8159,[]
8160,[]
8161,['SCAND1']
8162,['TSPYL5']
8163,[]
8164,['RCBTB2']
8165,[]
8166,[]
8167,['ZNF12']
8168,[]
8169,[]
8170,[]
8171,['TFIP11']
8172,['NAALADL1']
8173,[]
8174,['ALG11']
8175,['SIKE1']
8176,['PAGE1']
8177,[]
8178,[]
8179,[]
8180,[]
8181,['EVX2']
8182,[]
8183,[]
8184,[]
8185,['ENSCSAG00000002929.1']
8186,['BICDL1']
8187,['STBD1']
8188,['RBM26']
8189,['ACTR3']
8190,['H2AP']
8191,[]
8192,[]
8193,[]
8194,[]
8195,[]
8196,['TST']
8197,['PHF24']
8198,['ZBTB7A']
8199,[]
8200,['H2BW2']
8201,['LMBRD2']
8202,['TENT4A']
8203,['CACNB1']
8204,[]
8205,['LRFN3']
8206,['SMIM24']
8207,[]
8208,['GLYAT']
8209,[]
8210,[]
8211,['FOXE3']
8212,[]
8213,[]
8214,[]
8215,['CC2D1B']
8216,[]
8217,[]
8218,[]
8219,[]
8220,[]
8221,['PPP2R2C']
8222,[]
8223,[]
8224,[]
8225,['FNBP1']
8226,[]
8227,['ZBED3']
8228,[]
8229,[]
8230,['PPP1R12B']
8231,['SUCLA2']
8232,['PRRG1']
8233,['TP53I13']
8234,['ENSCSAG00000000028.1']
8235,[]
8236,['PPM1H']
8237,['TGFBR2']
8238,[]
8239,[]
8240,[]
8241,[]
8242,['C1QL1']
8243,['SLC25A34']
8244,[]
8245,[]
8246,[]
8247,['CLCN2']
8248,[]
8249,[]
8250,['POLR2I']
8251,[]
8252,[]
8253,['AGBL1']
8254,['TOX4']
8255,['SOCS3']
8256,[]
8257,[]
8258,['CEP19']
8259,['STRIP1']
8260,[]
8261,[]
8262,['DIPK1A']
8263,[]
8264,[]
8265,[]
8266,[]
8267,[]
8268,['F2RL2']
8269,['PANK3']
8270,[]
8271,[]
8272,['SCNN1D']
8273,['PKDREJ']
8274,['AVL9']
8275,['CLPSL1']
8276,[]
8277,['ENSCSAG00000014148.1']
8278,[]
8279,['RSPO1']
8280,[]
8281,['ENSCSAG00000015203.1']
8282,[]
8283,[]
8284,[]
8285,[]
8286,[]
8287,[]
8288,['ZCCHC2']
8289,[]
8290,[]
8291,[]
8292,[]
8293,['LRRC32']
8294,['ENSCSAG00000016314.1']
8295,['NR0B2']
8296,['ENSCSAG00000007903.1']
8297,['RWDD2B']
8298,[]
8299,[]
8300,['TCOF1']
8301,[]
8302,['TEP1']
8303,['SEPTIN6']
8304,[]
8305,['TEX33']
8306,[]
8307,[]
8308,[]
8309,['SRSF1']
8310,[]
8311,[]
8312,[]
8313,[]
8314,['APOO']
8315,['ENSCSAG00000004105.1']
8316,[]
8317,['PACS1']
8318,['EXD2']
8319,[]
8320,[]
8321,['ENDOU']
8322,[]
8323,[]
8324,['WWP2']
8325,[]
8326,[]
8327,[]
8328,[]
8329,[]
8330,[]
8331,[]
8332,[]
8333,[]
8334,['ADGRG1']
8335,['KDM8']
8336,['KAT2B']
8337,['MISP']
8338,['ZNRD2']
8339,['UPF3A']
8340,[]
8341,[]
8342,['IGSF5']
8343,[]
8344,[]
8345,[]
8346,['AADAC']
8347,[]
8348,[]
8349,[]
8350,[]
8351,[]
8352,[]
8353,[]
8354,[]
8355,[]
8356,[]
8357,[]
8358,[]
8359,[]
8360,['COA8']
8361,[]
8362,[]
8363,['VSTM1']
8364,[]
8365,['ENSCSAG00000003846.1']
8366,['CHODL']
8367,[]
8368,[]
8369,[]
8370,['TXN2']
8371,[]
8372,[]
8373,['TLR4']
8374,[]
8375,[]
8376,['ANKRD27']
8377,['PHLDB2']
8378,['OCIAD1']
8379,[]
8380,[]
8381,[]
8382,['IARS2']
8383,[]
8384,['C1orf100']
8385,[]
8386,[]
8387,[]
8388,[]
8389,[]
8390,[]
8391,[]
8392,['ENSCSAG00000002891.1']
8393,[]
8394,['ANKRD30B']
8395,[]
8396,[]
8397,[]
8398,['ENSCSAG00000000425.1']
8399,[]
8400,[]
8401,[]
8402,[]
8403,[]
8404,[]
8405,[]
8406,[]
8407,[]
8408,['LRTM2']
8409,['SYT5']
8410,[]
8411,['ENSCSAG00000008914.1']
8412,[]
8413,[]
8414,['ANKFN1']
8415,[]
8416,[]
8417,[]
8418,['GPC1']
8419,[]
8420,[]
8421,['ENSCSAG00000009195.1']
8422,[]
8423,[]
8424,[]
8425,[]
8426,['MMP13']
8427,[]
8428,[]
8429,['FUT1']
8430,['CLN8']
8431,[]
8432,[]
8433,[]
8434,[]
8435,['PTCHD4']
8436,[]
8437,['ENSCSAG00000015723.1']
8438,['ATP6V1B1']
8439,['TRPM4']
8440,['PTPRJ']
8441,[]
8442,[]
8443,['TMEM19']
8444,[]
8445,[]
8446,[]
8447,['RELB']
8448,['ARL6IP4']
8449,[]
8450,['MCF2']
8451,[]
8452,[]
8453,[]
8454,['OR7C2']
8455,[]
8456,['ENSCSAG00000007494.1']
8457,['ADAMTS13']
8458,[]
8459,['USP22']
8460,['ERO1A']
8461,[]
8462,[]
8463,[]
8464,['TMEM126A']
8465,['KIF3C']
8466,['TBRG1']
8467,['SVBP']
8468,[]
8469,[]
8470,[]
8471,[]
8472,[]
8473,['STPG2']
8474,[]
8475,[]
8476,['ENSCSAG00000018302.1']
8477,[]
8478,[]
8479,['ZNF300']
8480,"['DPPA4', 'ENSCSAG00000011414.1']"
8481,['DHCR24']
8482,['ZSWIM7']
8483,['PUS10']
8484,[]
8485,[]
8486,['AK5']
8487,[]
8488,[]
8489,['USP15']
8490,[]
8491,[]
8492,[]
8493,['SPATS2L']
8494,[]
8495,['ENSCSAG00000001781.1']
8496,['NXPH1']
8497,[]
8498,['FGF10']
8499,['DCAKD']
8500,[]
8501,[]
8502,['DDX28']
8503,[]
8504,['PPP2R5D']
8505,['NR4A1']
8506,[]
8507,['IGSF11']
8508,[]
8509,[]
8510,['HPCAL1']
8511,[]
8512,[]
8513,['PDE6D']
8514,[]
8515,[]
8516,['ENSCSAG00000001831.1']
8517,['TM4SF1']
8518,[]
8519,[]
8520,['NCF2']
8521,[]
8522,[]
8523,[]
8524,[]
8525,[]
8526,[]
8527,['ZNF445']
8528,[]
8529,[]
8530,[]
8531,['CD38']
8532,['TMC1']
8533,[]
8534,[]
8535,[]
8536,[]
8537,[]
8538,[]
8539,[]
8540,[]
8541,[]
8542,[]
8543,['SLC22A3']
8544,['KLC3']
8545,[]
8546,[]
8547,[]
8548,['ENSCSAG00000001140.1']
8549,['ENSCSAG00000016965.1']
8550,['HPCA']
8551,['CACNA2D4']
8552,[]
8553,[]
8554,['ENSCSAG00000007993.1']
8555,['TATDN1']
8556,['FAM81A']
8557,[]
8558,[]
8559,[]
8560,['RASGEF1B']
8561,['CROCC']
8562,['H2BC18']
8563,['PCGF5']
8564,['BPGM']
8565,[]
8566,['C8orf74']
8567,[]
8568,[]
8569,['ENDOG']
8570,[]
8571,['UAP1']
8572,['NR6A1']
8573,['MRPL17']
8574,[]
8575,[]
8576,[]
8577,['TMEM185B']
8578,['ENSCSAG00000012692.1']
8579,[]
8580,[]
8581,['TINF2']
8582,['ENSCSAG00000002788.1']
8583,[]
8584,['ENSCSAG00000008377.1']
8585,['ENSCSAG00000017478.1']
8586,['ENSCSAG00000016909.1']
8587,[]
8588,['FABP4']
8589,[]
8590,[]
8591,['KLHDC10']
8592,[]
8593,['CC2D1B']
8594,[]
8595,[]
8596,['TLE3']
8597,['ALOXE3']
8598,['DNAJC21']
8599,['DNAJC5']
8600,['FRMD6']
8601,['ENSCSAG00000018715.1']
8602,[]
8603,[]
8604,['HNRNPD']
8605,['ZNF677']
8606,['TNFRSF14']
8607,[]
8608,[]
8609,[]
8610,['ILKAP']
8611,[]
8612,['SPG7']
8613,['TRIAP1']
8614,[]
8615,[]
8616,[]
8617,['ENSCSAG00000018974.1']
8618,[]
8619,[]
8620,[]
8621,[]
8622,[]
8623,[]
8624,[]
8625,['SDF2L1']
8626,[]
8627,['TLK2']
8628,[]
8629,['PLOD1']
8630,[]
8631,[]
8632,[]
8633,[]
8634,['MPP1']
8635,[]
8636,[]
8637,['ID4']
8638,[]
8639,['SOWAHD']
8640,['TMEM132E']
8641,['DHX33']
8642,['LUC7L3']
8643,['ARGLU1']
8644,[]
8645,['KIF1A']
8646,['ENSCSAG00000019500.1']
8647,['ITGA11']
8648,['CPPED1']
8649,[]
8650,['SHISAL2A']
8651,[]
8652,['ITPRIPL2']
8653,['MEP1A']
8654,['KRT16']
8655,['SMCO1']
8656,[]
8657,['BUB3']
8658,['PWWP2B']
8659,['CDCA3']
8660,[]
8661,[]
8662,['C6orf141']
8663,['C17orf50']
8664,['CXorf56']
8665,['BCR']
8666,['KLHL42']
8667,[]
8668,['LY6K']
8669,[]
8670,[]
8671,['NDUFS7']
8672,[]
8673,[]
8674,[]
8675,[]
8676,[]
8677,[]
8678,['GET1']
8679,['CD40LG']
8680,[]
8681,['TRAFD1']
8682,[]
8683,[]
8684,[]
8685,[]
8686,[]
8687,['KLHL17']
8688,[]
8689,[]
8690,[]
8691,[]
8692,[]
8693,['APC2']
8694,['CFAP94']
8695,[]
8696,['SPTLC1']
8697,['SCG2']
8698,[]
8699,['OR4D9']
8700,[]
8701,['VPS26B']
8702,[]
8703,['SFSWAP']
8704,[]
8705,[]
8706,[]
8707,[]
8708,['SEMA3B']
8709,[]
8710,[]
8711,[]
8712,['AMIGO2']
8713,['AQR']
8714,['ENSCSAG00000002126.1']
8715,[]
8716,[]
8717,[]
8718,[]
8719,[]
8720,[]
8721,['NUP153']
8722,[]
8723,[]
8724,['TCHP']
8725,[]
8726,['ANKRD13A']
8727,['EXOSC3']
8728,[]
8729,['ENSCSAG00000017198.1']
8730,[]
8731,['ZNF575']
8732,['FAM170B']
8733,[]
8734,['PPP5C']
8735,[]
8736,[]
8737,[]
8738,['SKOR2']
8739,[]
8740,[]
8741,['LRRC6']
8742,['SPACA1']
8743,[]
8744,[]
8745,[]
8746,[]
8747,[]
8748,['ENSCSAG00000013551.1']
8749,[]
8750,[]
8751,['UPB1']
8752,[]
8753,[]
8754,[]
8755,['CCNB2']
8756,[]
8757,[]
8758,[]
8759,[]
8760,['TENM2']
8761,['LRP11']
8762,['SPTBN2']
8763,['TMEM63A']
8764,['NQO2']
8765,['PARP4']
8766,[]
8767,['TMEM92']
8768,['AIPL1']
8769,['EPOP']
8770,['ZMIZ1']
8771,[]
8772,['TRAK1']
8773,[]
8774,[]
8775,['ABHD17C']
8776,['RASEF']
8777,['POU3F2']
8778,['ENSCSAG00000008170.1']
8779,[]
8780,[]
8781,[]
8782,[]
8783,[]
8784,[]
8785,[]
8786,['N6AMT1']
8787,['MMP21']
8788,[]
8789,[]
8790,[]
8791,['CCDC113']
8792,['RILPL1']
8793,[]
8794,['ENSCSAG00000005880.1']
8795,[]
8796,['RPP25']
8797,[]
8798,[]
8799,['IZUMO2']
8800,"['ENSCSAG00000013100.1', 'ENSCSAG00000013116.1']"
8801,['PSKH2']
8802,[]
8803,[]
8804,"['ENSCSAG00000012692.1', 'ENSCSAG00000012705.1']"
8805,['RPS16']
8806,[]
8807,[]
8808,[]
8809,['NPHP3']
8810,"['ENSCSAG00000008478.1', 'ENSCSAG00000019334.1']"
8811,[]
8812,['RBM48']
8813,[]
8814,[]
8815,['ORMDL3']
8816,[]
8817,[]
8818,[]
8819,[]
8820,[]
8821,['MEDAG']
8822,[]
8823,['SUSD4']
8824,['NAALADL1']
8825,[]
8826,[]
8827,['DNAJC18']
8828,[]
8829,[]
8830,[]
8831,['ZNF536']
8832,[]
8833,['RPS3A']
8834,[]
8835,['PRR16']
8836,[]
8837,[]
8838,[]
8839,[]
8840,[]
8841,['RTN4R']
8842,[]
8843,[]
8844,['ADGRA3']
8845,"['ENSCSAG00000002384.1', 'ENSCSAG00000002386.1']"
8846,[]
8847,['TRIP6']
8848,['OPRD1']
8849,[]
8850,[]
8851,[]
8852,[]
8853,[]
8854,['PAIP2']
8855,['CXADR']
8856,[]
8857,[]
8858,[]
8859,[]
8860,[]
8861,['KLHL20']
8862,[]
8863,['SOST']
8864,['ZNF749']
8865,['ALPK3']
8866,[]
8867,['INTS9']
8868,['S100P']
8869,"['FBXO10', 'ENSCSAG00000018963.1']"
8870,[]
8871,[]
8872,[]
8873,['CHMP7']
8874,[]
8875,[]
8876,[]
8877,[]
8878,[]
8879,['PYGM']
8880,['ILK']
8881,['ENSCSAG00000005395.1']
8882,[]
8883,['FAM78A']
8884,['FABP7']
8885,[]
8886,[]
8887,['SYTL3']
8888,['CLCC1']
8889,['RFC2']
8890,[]
8891,[]
8892,['GPAT2']
8893,[]
8894,[]
8895,[]
8896,[]
8897,[]
8898,[]
8899,[]
8900,[]
8901,['CALB2']
8902,['ERAL1']
8903,[]
8904,[]
8905,[]
8906,[]
8907,['SNX8']
8908,['ITGA3']
8909,[]
8910,['MYORG']
8911,['AQR']
8912,[]
8913,[]
8914,['STK32A']
8915,['PKLR']
8916,[]
8917,[]
8918,[]
8919,[]
8920,[]
8921,['MAP4K4']
8922,['TMEM200B']
8923,['TMEM11']
8924,['KISS1R']
8925,[]
8926,['TXNDC5']
8927,[]
8928,['ENSCSAG00000005730.1']
8929,['ANXA4']
8930,['XRCC3']
8931,['CABLES2']
8932,[]
8933,[]
8934,[]
8935,[]
8936,['C1QTNF4']
8937,[]
8938,['TRAF3IP1']
8939,[]
8940,['CYP1B1']
8941,['LYL1']
8942,['COL20A1']
8943,['GABBR1']
8944,['MRPS30']
8945,['NEURL1B']
8946,[]
8947,[]
8948,['FKBP7']
8949,[]
8950,['RXRB']
8951,[]
8952,['NAA15']
8953,[]
8954,['TMEM242']
8955,[]
8956,['FMO1']
8957,[]
8958,['GZMM']
8959,['TLR8']
8960,[]
8961,[]
8962,['MC2R']
8963,['MAP3K5']
8964,[]
8965,[]
8966,[]
8967,[]
8968,['ZBED2']
8969,['ITIH1']
8970,['GAS2L1']
8971,['THOC3']
8972,['MAP2K7']
8973,['RBM15B']
8974,[]
8975,['GCLM']
8976,['FYN']
8977,['NDUFAF1']
8978,[]
8979,['CRYBA4']
8980,[]
8981,[]
8982,[]
8983,[]
8984,[]
8985,['ENSCSAG00000000566.1']
8986,['MAN2B2']
8987,['ARC']
8988,['ENSCSAG00000001049.1']
8989,[]
8990,[]
8991,['OR4K1']
8992,['BAZ2A']
8993,[]
8994,['ZNF407']
8995,['STX16']
8996,['TBC1D22B']
8997,['TMEM183A']
8998,['CCN5']
8999,['PIM3']
9000,['ENSCSAG00000010102.1']
9001,['GGCX']
9002,[]
9003,[]
9004,[]
9005,[]
9006,[]
9007,['RCN2']
9008,['FUBP3']
9009,['WFDC11']
9010,['PANK3']
9011,[]
9012,['ADIPOR1']
9013,['UBA7']
9014,[]
9015,['GALNT2']
9016,['CYTIP']
9017,[]
9018,['MPST']
9019,['HSPA13']
9020,[]
9021,['ST6GALNAC1']
9022,['DNAH7']
9023,[]
9024,['POLR1H']
9025,[]
9026,[]
9027,['CHTOP']
9028,[]
9029,[]
9030,['SPEM2']
9031,['CYTH4']
9032,[]
9033,[]
9034,[]
9035,['RAB8A']
9036,['ENSCSAG00000000698.1']
9037,[]
9038,['DSG4']
9039,['LCMT2']
9040,[]
9041,[]
9042,[]
9043,[]
9044,[]
9045,[]
9046,[]
9047,[]
9048,[]
9049,[]
9050,[]
9051,['DPPA5']
9052,[]
9053,['NDUFAF4']
9054,[]
9055,[]
9056,[]
9057,[]
9058,[]
9059,[]
9060,[]
9061,[]
9062,['ENSCSAG00000000325.1']
9063,['NOTCH3']
9064,['BCL10']
9065,[]
9066,[]
9067,[]
9068,[]
9069,['NLRP1']
9070,['SMYD1']
9071,[]
9072,[]
9073,['MRPS34']
9074,[]
9075,[]
9076,[]
9077,[]
9078,[]
9079,['ENSCSAG00000018403.1']
9080,[]
9081,['ENSCSAG00000008713.1']
9082,[]
9083,['KANSL2']
9084,['FASTKD1']
9085,['YBX3']
9086,[]
9087,[]
9088,[]
9089,[]
9090,[]
9091,['NECAP2']
9092,[]
9093,[]
9094,['RASL11A']
9095,[]
9096,[]
9097,['BACH2']
9098,['ARHGAP27']
9099,[]
9100,[]
9101,[]
9102,['TMEM102']
9103,[]
9104,[]
9105,[]
9106,[]
9107,[]
9108,['GATC']
9109,['MOV10']
9110,['CCT6A']
9111,[]
9112,['TCF15']
9113,['ENKD1']
9114,['LTBP4']
9115,['H2AC7']
9116,[]
9117,['SCARA5']
9118,[]
9119,['PIGR']
9120,[]
9121,['ENSCSAG00000018372.1']
9122,[]
9123,['PRKRIP1']
9124,[]
